2500,1.5,0.3048,39.6,0.00392107,120.981
4000,1.5,0.3048,39.6,0.00392107,117.741
8000,1.5,0.3048,39.6,0.00392107,112.251
10000,1.5,0.3048,39.6,0.00392107,108.991
12500,1.5,0.3048,39.6,0.00392107,106.111
400,3,0.3048,71.3,0.00425727,127.564
800,3,0.3048,71.3,0.00425727,129.494
1000,3,0.3048,71.3,0.00425727,129.004
1250,3,0.3048,71.3,0.00425727,127.634
1600,3,0.3048,71.3,0.00425727,126.514
2000,3,0.3048,71.3,0.00425727,125.524
3150,3,0.3048,71.3,0.00425727,121.514
4000,3,0.3048,71.3,0.00425727,120.264
5000,3,0.3048,71.3,0.00425727,118.134
6300,3,0.3048,71.3,0.00425727,116.134
8000,3,0.3048,71.3,0.00425727,114.634
10000,3,0.3048,71.3,0.00425727,110.224
500,3,0.3048,55.5,0.00452492,128.179
630,3,0.3048,55.5,0.00452492,129.569
800,3,0.3048,55.5,0.00452492,129.949
1000,3,0.3048,55.5,0.00452492,129.329
1250,3,0.3048,55.5,0.00452492,127.329
1600,3,0.3048,55.5,0.00452492,124.439
4000,3,0.3048,55.5,0.00452492,118.689
5000,3,0.3048,55.5,0.00452492,117.309
10000,3,0.3048,55.5,0.00452492,112.169
315,3,0.3048,39.6,0.00495741,123.312
400,3,0.3048,39.6,0.00495741,125.472
800,3,0.3048,39.6,0.00495741,129.552
1000,3,0.3048,39.6,0.00495741,128.312
1250,3,0.3048,39.6,0.00495741,125.802
2000,3,0.3048,39.6,0.00495741,120.532
2500,3,0.3048,39.6,0.00495741,120.162
3150,3,0.3048,39.6,0.00495741,118.922
4000,3,0.3048,39.6,0.00495741,116.792
6300,3,0.3048,39.6,0.00495741,114.042
8000,3,0.3048,39.6,0.00495741,110.652
400,3,0.3048,31.7,0.00529514,125.398
630,3,0.3048,31.7,0.00529514,128.698
800,3,0.3048,31.7,0.00529514,128.708
1000,3,0.3048,31.7,0.00529514,126.838
1250,3,0.3048,31.7,0.00529514,124.838
1600,3,0.3048,31.7,0.00529514,122.088
2500,3,0.3048,31.7,0.00529514,119.598
3150,3,0.3048,31.7,0.00529514,118.108
6300,3,0.3048,31.7,0.00529514,109.718
250,4,0.3048,71.3,0.00497773,126.395
315,4,0.3048,71.3,0.00497773,128.175
400,4,0.3048,71.3,0.00497773,129.575
630,4,0.3048,71.3,0.00497773,131.615
800,4,0.3048,71.3,0.00497773,131.755
1250,4,0.3048,71.3,0.00497773,129.395
1600,4,0.3048,71.3,0.00497773,126.645
2000,4,0.3048,71.3,0.00497773,124.395
3150,4,0.3048,71.3,0.00497773,121.775
4000,4,0.3048,71.3,0.00497773,119.535
5000,4,0.3048,71.3,0.00497773,117.785
6300,4,0.3048,71.3,0.00497773,116.165
250,4,0.3048,39.6,0.00579636,123.543
315,4,0.3048,39.6,0.00579636,126.843
400,4,0.3048,39.6,0.00579636,128.633
630,4,0.3048,39.6,0.00579636,131.073
800,4,0.3048,39.6,0.00579636,130.723
1000,4,0.3048,39.6,0.00579636,128.723
1250,4,0.3048,39.6,0.00579636,126.343
1600,4,0.3048,39.6,0.00579636,123.213
2000,4,0.3048,39.6,0.00579636,120.963
2500,4,0.3048,39.6,0.00579636,120.233
2000,0,0.2286,71.3,0.00214345,128.244
4000,0,0.2286,71.3,0.00214345,125.824
6300,0,0.2286,71.3,0.00214345,122.044
8000,0,0.2286,71.3,0.00214345,118.024
12500,0,0.2286,71.3,0.00214345,117.624
315,0,0.2286,55.5,0.00229336,119.540
400,0,0.2286,55.5,0.00229336,121.660
500,0,0.2286,55.5,0.00229336,123.780
800,0,0.2286,55.5,0.00229336,127.530
1000,0,0.2286,55.5,0.00229336,128.290
1250,0,0.2286,55.5,0.00229336,127.910
2000,0,0.2286,55.5,0.00229336,126.540
2500,0,0.2286,55.5,0.00229336,126.540
3150,0,0.2286,55.5,0.00229336,125.160
4000,0,0.2286,55.5,0.00229336,123.410
6300,0,0.2286,55.5,0.00229336,118.410
315,0,0.2286,39.6,0.00253511,121.055
400,0,0.2286,39.6,0.00253511,123.565
630,0,0.2286,39.6,0.00253511,128.705
800,0,0.2286,39.6,0.00253511,130.205
1000,0,0.2286,39.6,0.00253511,130.435
1250,0,0.2286,39.6,0.00253511,129.395
1600,0,0.2286,39.6,0.00253511,127.095
2000,0,0.2286,39.6,0.00253511,125.305
2500,0,0.2286,39.6,0.00253511,125.025
3150,0,0.2286,39.6,0.00253511,124.625
4000,0,0.2286,39.6,0.00253511,123.465
5000,0,0.2286,39.6,0.00253511,122.175
6300,0,0.2286,39.6,0.00253511,117.465
315,0,0.2286,31.7,0.0027238,120.595
500,0,0.2286,31.7,0.0027238,126.675
630,0,0.2286,31.7,0.0027238,129.465
800,0,0.2286,31.7,0.0027238,130.725
1000,0,0.2286,31.7,0.0027238,130.595
1250,0,0.2286,31.7,0.0027238,128.805
1600,0,0.2286,31.7,0.0027238,125.625
2500,0,0.2286,31.7,0.0027238,123.445
3150,0,0.2286,31.7,0.0027238,123.445
4000,0,0.2286,31.7,0.0027238,122.035
5000,0,0.2286,31.7,0.0027238,120.505
6300,0,0.2286,31.7,0.0027238,116.815
500,2,0.2286,71.3,0.00293031,126.486
800,2,0.2286,71.3,0.00293031,128.216
1250,2,0.2286,71.3,0.00293031,128.816
1600,2,0.2286,71.3,0.00293031,127.796
4000,2,0.2286,71.3,0.00293031,124.086
5000,2,0.2286,71.3,0.00293031,122.816
6300,2,0.2286,71.3,0.00293031,120.786
8000,2,0.2286,71.3,0.00293031,115.996
400,2,0.2286,55.5,0.00313525,122.292
630,2,0.2286,55.5,0.00313525,126.842
800,2,0.2286,55.5,0.00313525,128.492
1000,2,0.2286,55.5,0.00313525,129.002
1250,2,0.2286,55.5,0.00313525,128.762
1600,2,0.2286,55.5,0.00313525,126.752
3150,2,0.2286,55.5,0.00313525,123.742
4000,2,0.2286,55.5,0.00313525,122.232
5000,2,0.2286,55.5,0.00313525,120.472
6300,2,0.2286,55.5,0.00313525,118.712
400,2,0.2286,39.6,0.00346574,122.147
630,2,0.2286,39.6,0.00346574,127.417
800,2,0.2286,39.6,0.00346574,129.037
2000,2,0.2286,39.6,0.00346574,122.797
4000,2,0.2286,39.6,0.00346574,120.227
5000,2,0.2286,39.6,0.00346574,118.827
6300,2,0.2286,39.6,0.00346574,116.417
315,2,0.2286,31.7,0.00372371,120.147
400,2,0.2286,31.7,0.00372371,123.417
500,2,0.2286,31.7,0.00372371,126.677
800,2,0.2286,31.7,0.00372371,130.307
1000,2,0.2286,31.7,0.00372371,130.307
2000,2,0.2286,31.7,0.00372371,123.037
2500,2,0.2286,31.7,0.00372371,121.407
3150,2,0.2286,31.7,0.00372371,121.527
4000,2,0.2286,31.7,0.00372371,120.527
6300,2,0.2286,31.7,0.00372371,115.137
500,4,0.2286,71.3,0.00400603,126.758
630,4,0.2286,71.3,0.00400603,129.038
1600,4,0.2286,71.3,0.00400603,129.468
2000,4,0.2286,71.3,0.00400603,126.218
2500,4,0.2286,71.3,0.00400603,124.338
3150,4,0.2286,71.3,0.00400603,124.108
4000,4,0.2286,71.3,0.00400603,121.728
5000,4,0.2286,71.3,0.00400603,121.118
6300,4,0.2286,71.3,0.00400603,118.618
10000,4,0.2286,71.3,0.00400603,113.108
12500,4,0.2286,71.3,0.00400603,114.258
16000,4,0.2286,71.3,0.00400603,112.768
20000,4,0.2286,71.3,0.00400603,109.638
400,4,0.2286,55.5,0.0042862,123.274
500,4,0.2286,55.5,0.0042862,127.314
630,4,0.2286,55.5,0.0042862,129.964
800,4,0.2286,55.5,0.0042862,131.864
1000,4,0.2286,55.5,0.0042862,132.134
2000,4,0.2286,55.5,0.0042862,124.254
2500,4,0.2286,55.5,0.0042862,122.384
3150,4,0.2286,55.5,0.0042862,122.394
4000,4,0.2286,55.5,0.0042862,120.654
400,4,0.2286,39.6,0.00473801,123.879
630,4,0.2286,39.6,0.00473801,129.579
1000,4,0.2286,39.6,0.00473801,129.969
1250,4,0.2286,39.6,0.00473801,128.339
2000,4,0.2286,39.6,0.00473801,121.659
2500,4,0.2286,39.6,0.00473801,119.649
3150,4,0.2286,39.6,0.00473801,120.419
4000,4,0.2286,39.6,0.00473801,119.159
5000,4,0.2286,39.6,0.00473801,117.649
6300,4,0.2286,39.6,0.00473801,114.249
8000,4,0.2286,39.6,0.00473801,113.129
250,4,0.2286,31.7,0.00509068,120.189
315,4,0.2286,31.7,0.00509068,123.609
400,4,0.2286,31.7,0.00509068,126.149
500,4,0.2286,31.7,0.00509068,128.939
630,4,0.2286,31.7,0.00509068,130.349
800,4,0.2286,31.7,0.00509068,130.869
1000,4,0.2286,31.7,0.00509068,129.869
1250,4,0.2286,31.7,0.00509068,128.119
1600,4,0.2286,31.7,0.00509068,125.229
2000,4,0.2286,31.7,0.00509068,122.089
2500,4,0.2286,31.7,0.00509068,120.209
3150,4,0.2286,31.7,0.00509068,120.229
4000,4,0.2286,31.7,0.00509068,118.859
5000,4,0.2286,31.7,0.00509068,115.969
6300,4,0.2286,31.7,0.00509068,112.699
1000,5.3,0.2286,71.3,0.0051942,134.000
1600,5.3,0.2286,71.3,0.0051942,130.460
2000,5.3,0.2286,71.3,0.0051942,125.890
2500,5.3,0.2286,71.3,0.0051942,123.740
3150,5.3,0.2286,71.3,0.0051942,123.120
4000,5.3,0.2286,71.3,0.0051942,120.330
5000,5.3,0.2286,71.3,0.0051942,118.050
6300,5.3,0.2286,71.3,0.0051942,116.920
8000,5.3,0.2286,71.3,0.0051942,114.900
10000,5.3,0.2286,71.3,0.0051942,111.350
250,5.3,0.2286,39.6,0.00614329,127.011
500,5.3,0.2286,39.6,0.00614329,132.251
630,5.3,0.2286,39.6,0.00614329,132.011
800,5.3,0.2286,39.6,0.00614329,129.491
1000,5.3,0.2286,39.6,0.00614329,125.581
1600,5.3,0.2286,39.6,0.00614329,123.081
2500,5.3,0.2286,39.6,0.00614329,116.151
4000,5.3,0.2286,39.6,0.00614329,115.801
5000,5.3,0.2286,39.6,0.00614329,115.311
200,7.3,0.2286,71.3,0.0104404,138.758
315,7.3,0.2286,71.3,0.0104404,139.808
630,7.3,0.2286,71.3,0.0104404,133.768
800,7.3,0.2286,71.3,0.0104404,130.748
1250,7.3,0.2286,71.3,0.0104404,127.358
1600,7.3,0.2286,71.3,0.0104404,125.728
2000,7.3,0.2286,71.3,0.0104404,122.708
3150,7.3,0.2286,71.3,0.0104404,120.458
5000,7.3,0.2286,71.3,0.0104404,115.298
200,7.3,0.2286,55.5,0.0111706,135.234
315,7.3,0.2286,55.5,0.0111706,136.284
500,7.3,0.2286,55.5,0.0111706,133.174
800,7.3,0.2286,55.5,0.0111706,128.444
1000,7.3,0.2286,55.5,0.0111706,125.194
1250,7.3,0.2286,55.5,0.0111706,125.724
1600,7.3,0.2286,55.5,0.0111706,123.354
2500,7.3,0.2286,55.5,0.0111706,118.994
3150,7.3,0.2286,55.5,0.0111706,117.134
4000,7.3,0.2286,55.5,0.0111706,117.284
5000,7.3,0.2286,55.5,0.0111706,113.144
200,7.3,0.2286,39.6,0.0123481,130.989
250,7.3,0.2286,39.6,0.0123481,131.889
400,7.3,0.2286,39.6,0.0123481,132.039
500,7.3,0.2286,39.6,0.0123481,130.299
800,7.3,0.2286,39.6,0.0123481,126.299
1000,7.3,0.2286,39.6,0.0123481,122.539
1250,7.3,0.2286,39.6,0.0123481,123.189
1600,7.3,0.2286,39.6,0.0123481,121.059
2000,7.3,0.2286,39.6,0.0123481,117.809
2500,7.3,0.2286,39.6,0.0123481,116.559
3150,7.3,0.2286,39.6,0.0123481,114.309
4000,7.3,0.2286,39.6,0.0123481,114.079
5000,7.3,0.2286,39.6,0.0123481,111.959
6300,7.3,0.2286,39.6,0.0123481,110.839
200,7.3,0.2286,31.7,0.0132672,128.679
250,7.3,0.2286,31.7,0.0132672,130.089
315,7.3,0.2286,31.7,0.0132672,130.239
400,7.3,0.2286,31.7,0.0132672,130.269
500,7.3,0.2286,31.7,0.0132672,128.169
630,7.3,0.2286,31.7,0.0132672,126.189
1000,7.3,0.2286,31.7,0.0132672,119.099
1250,7.3,0.2286,31.7,0.0132672,120.509
1600,7.3,0.2286,31.7,0.0132672,119.039
2000,7.3,0.2286,31.7,0.0132672,115.309
2500,7.3,0.2286,31.7,0.0132672,114.709
3150,7.3,0.2286,31.7,0.0132672,113.229
4000,7.3,0.2286,31.7,0.0132672,112.639
5000,7.3,0.2286,31.7,0.0132672,111.029
1000,0,0.1524,71.3,0.0015988,127.307
1600,0,0.1524,71.3,0.0015988,129.667
2000,0,0.1524,71.3,0.0015988,128.647
2500,0,0.1524,71.3,0.0015988,128.127
3150,0,0.1524,71.3,0.0015988,129.377
4000,0,0.1524,71.3,0.0015988,128.857
6300,0,0.1524,71.3,0.0015988,125.427
8000,0,0.1524,71.3,0.0015988,122.527
10000,0,0.1524,71.3,0.0015988,120.247
12500,0,0.1524,71.3,0.0015988,117.087
16000,0,0.1524,71.3,0.0015988,113.297
500,0,0.1524,55.5,0.00172668,120.573
630,0,0.1524,55.5,0.00172668,123.583
800,0,0.1524,55.5,0.00172668,126.713
1600,0,0.1524,55.5,0.00172668,130.183
3150,0,0.1524,55.5,0.00172668,127.753
4000,0,0.1524,55.5,0.00172668,127.233
5000,0,0.1524,55.5,0.00172668,125.203
8000,0,0.1524,55.5,0.00172668,121.903
10000,0,0.1524,55.5,0.00172668,119.253
12500,0,0.1524,55.5,0.00172668,117.093
16000,0,0.1524,55.5,0.00172668,112.803
800,0,0.1524,39.6,0.00193287,127.903
1000,0,0.1524,39.6,0.00193287,130.033
1600,0,0.1524,39.6,0.00193287,131.013
2000,0,0.1524,39.6,0.00193287,129.633
2500,0,0.1524,39.6,0.00193287,126.863
3150,0,0.1524,39.6,0.00193287,125.603
5000,0,0.1524,39.6,0.00193287,123.453
6300,0,0.1524,39.6,0.00193287,121.313
500,0,0.1524,31.7,0.00209405,121.617
630,0,0.1524,31.7,0.00209405,125.997
800,0,0.1524,31.7,0.00209405,129.117
1000,0,0.1524,31.7,0.00209405,130.987
1600,0,0.1524,31.7,0.00209405,130.817
4000,0,0.1524,31.7,0.00209405,123.807
5000,0,0.1524,31.7,0.00209405,122.397
6300,0,0.1524,31.7,0.00209405,119.737
630,2.7,0.1524,71.3,0.00243851,127.404
800,2.7,0.1524,71.3,0.00243851,127.394
1250,2.7,0.1524,71.3,0.00243851,130.144
1600,2.7,0.1524,71.3,0.00243851,130.644
2000,2.7,0.1524,71.3,0.00243851,130.114
2500,2.7,0.1524,71.3,0.00243851,128.334
3150,2.7,0.1524,71.3,0.00243851,127.054
4000,2.7,0.1524,71.3,0.00243851,126.534
5000,2.7,0.1524,71.3,0.00243851,124.364
6300,2.7,0.1524,71.3,0.00243851,121.944
8000,2.7,0.1524,71.3,0.00243851,120.534
10000,2.7,0.1524,71.3,0.00243851,116.724
12500,2.7,0.1524,71.3,0.00243851,113.034
16000,2.7,0.1524,71.3,0.00243851,110.364
800,2.7,0.1524,39.6,0.00294804,128.829
1000,2.7,0.1524,39.6,0.00294804,130.589
1600,2.7,0.1524,39.6,0.00294804,130.049
2000,2.7,0.1524,39.6,0.00294804,128.139
2500,2.7,0.1524,39.6,0.00294804,125.589
3150,2.7,0.1524,39.6,0.00294804,122.919
4000,2.7,0.1524,39.6,0.00294804,121.889
6300,2.7,0.1524,39.6,0.00294804,119.209
8000,2.7,0.1524,39.6,0.00294804,116.659
10000,2.7,0.1524,39.6,0.00294804,112.589
12500,2.7,0.1524,39.6,0.00294804,108.649
500,5.4,0.1524,71.3,0.00401199,126.291
630,5.4,0.1524,71.3,0.00401199,128.971
800,5.4,0.1524,71.3,0.00401199,131.281
1250,5.4,0.1524,71.3,0.00401199,134.111
2000,5.4,0.1524,71.3,0.00401199,131.111
2500,5.4,0.1524,71.3,0.00401199,127.591
3150,5.4,0.1524,71.3,0.00401199,123.311
4000,5.4,0.1524,71.3,0.00401199,121.431
5000,5.4,0.1524,71.3,0.00401199,120.061
500,5.4,0.1524,55.5,0.00433288,129.367
630,5.4,0.1524,55.5,0.00433288,131.807
1600,5.4,0.1524,55.5,0.00433288,130.567
2000,5.4,0.1524,55.5,0.00433288,128.707
2500,5.4,0.1524,55.5,0.00433288,124.077
4000,5.4,0.1524,55.5,0.00433288,119.737
5000,5.4,0.1524,55.5,0.00433288,118.757
6300,5.4,0.1524,55.5,0.00433288,117.287
315,5.4,0.1524,39.6,0.00485029,125.347
400,5.4,0.1524,39.6,0.00485029,127.637
630,5.4,0.1524,39.6,0.00485029,132.357
800,5.4,0.1524,39.6,0.00485029,132.757
1000,5.4,0.1524,39.6,0.00485029,130.507
1250,5.4,0.1524,39.6,0.00485029,127.117
1600,5.4,0.1524,39.6,0.00485029,126.267
2000,5.4,0.1524,39.6,0.00485029,124.647
2500,5.4,0.1524,39.6,0.00485029,120.497
3150,5.4,0.1524,39.6,0.00485029,119.137
4000,5.4,0.1524,39.6,0.00485029,117.137
5000,5.4,0.1524,39.6,0.00485029,117.037
6300,5.4,0.1524,39.6,0.00485029,116.677
315,5.4,0.1524,31.7,0.00525474,125.741
400,5.4,0.1524,31.7,0.00525474,127.781
500,5.4,0.1524,31.7,0.00525474,129.681
1000,5.4,0.1524,31.7,0.00525474,128.241
1250,5.4,0.1524,31.7,0.00525474,123.991
1600,5.4,0.1524,31.7,0.00525474,123.761
2000,5.4,0.1524,31.7,0.00525474,122.771
2500,5.4,0.1524,31.7,0.00525474,119.151
3150,5.4,0.1524,31.7,0.00525474,118.291
6300,5.4,0.1524,31.7,0.00525474,115.591
800,7.2,0.1524,71.3,0.00752039,136.023
1000,7.2,0.1524,71.3,0.00752039,134.273
1250,7.2,0.1524,71.3,0.00752039,132.513
1600,7.2,0.1524,71.3,0.00752039,130.893
2000,7.2,0.1524,71.3,0.00752039,128.643
2500,7.2,0.1524,71.3,0.00752039,124.353
3150,7.2,0.1524,71.3,0.00752039,116.783
6300,7.2,0.1524,71.3,0.00752039,116.603
10000,7.2,0.1524,71.3,0.00752039,110.313
250,7.2,0.1524,39.6,0.00909175,127.488
315,7.2,0.1524,39.6,0.00909175,130.558
400,7.2,0.1524,39.6,0.00909175,132.118
630,7.2,0.1524,39.6,0.00909175,133.198
800,7.2,0.1524,39.6,0.00909175,132.358
1000,7.2,0.1524,39.6,0.00909175,128.338
1250,7.2,0.1524,39.6,0.00909175,122.428
1600,7.2,0.1524,39.6,0.00909175,120.058
2000,7.2,0.1524,39.6,0.00909175,120.228
2500,7.2,0.1524,39.6,0.00909175,117.478
4000,7.2,0.1524,39.6,0.00909175,114.258
5000,7.2,0.1524,39.6,0.00909175,113.288
8000,7.2,0.1524,39.6,0.00909175,111.588
10000,7.2,0.1524,39.6,0.00909175,110.868
200,9.9,0.1524,71.3,0.0193001,134.319
315,9.9,0.1524,71.3,0.0193001,135.459
400,9.9,0.1524,71.3,0.0193001,135.079
500,9.9,0.1524,71.3,0.0193001,131.279
630,9.9,0.1524,71.3,0.0193001,129.889
800,9.9,0.1524,71.3,0.0193001,128.879
1000,9.9,0.1524,71.3,0.0193001,126.349
1250,9.9,0.1524,71.3,0.0193001,122.679
2000,9.9,0.1524,71.3,0.0193001,120.779
2500,9.9,0.1524,71.3,0.0193001,119.639
3150,9.9,0.1524,71.3,0.0193001,116.849
4000,9.9,0.1524,71.3,0.0193001,115.079
5000,9.9,0.1524,71.3,0.0193001,114.569
6300,9.9,0.1524,71.3,0.0193001,112.039
200,9.9,0.1524,55.5,0.0208438,131.955
250,9.9,0.1524,55.5,0.0208438,133.235
315,9.9,0.1524,55.5,0.0208438,132.355
500,9.9,0.1524,55.5,0.0208438,127.815
800,9.9,0.1524,55.5,0.0208438,126.565
1250,9.9,0.1524,55.5,0.0208438,121.635
1600,9.9,0.1524,55.5,0.0208438,119.875
2000,9.9,0.1524,55.5,0.0208438,119.505
3150,9.9,0.1524,55.5,0.0208438,115.085
4000,9.9,0.1524,55.5,0.0208438,112.945
5000,9.9,0.1524,55.5,0.0208438,112.065
6300,9.9,0.1524,55.5,0.0208438,110.555
200,9.9,0.1524,39.6,0.0233328,127.315
315,9.9,0.1524,39.6,0.0233328,128.595
400,9.9,0.1524,39.6,0.0233328,128.345
800,9.9,0.1524,39.6,0.0233328,126.345
1000,9.9,0.1524,39.6,0.0233328,123.835
1250,9.9,0.1524,39.6,0.0233328,120.555
2500,9.9,0.1524,39.6,0.0233328,116.295
3150,9.9,0.1524,39.6,0.0233328,113.525
4000,9.9,0.1524,39.6,0.0233328,112.265
5000,9.9,0.1524,39.6,0.0233328,111.135
6300,9.9,0.1524,39.6,0.0233328,109.885
315,9.9,0.1524,31.7,0.0252785,128.809
500,9.9,0.1524,31.7,0.0252785,127.179
800,9.9,0.1524,31.7,0.0252785,125.539
1000,9.9,0.1524,31.7,0.0252785,122.149
1600,9.9,0.1524,31.7,0.0252785,117.119
2500,9.9,0.1524,31.7,0.0252785,114.729
3150,9.9,0.1524,31.7,0.0252785,112.209
6300,9.9,0.1524,31.7,0.0252785,108.689
200,12.6,0.1524,71.3,0.0483159,128.354
400,12.6,0.1524,71.3,0.0483159,127.094
500,12.6,0.1524,71.3,0.0483159,121.664
630,12.6,0.1524,71.3,0.0483159,123.304
800,12.6,0.1524,71.3,0.0483159,123.054
1000,12.6,0.1524,71.3,0.0483159,122.044
1250,12.6,0.1524,71.3,0.0483159,120.154
1600,12.6,0.1524,71.3,0.0483159,120.534
2000,12.6,0.1524,71.3,0.0483159,117.504
2500,12.6,0.1524,71.3,0.0483159,115.234
4000,12.6,0.1524,71.3,0.0483159,108.034
5000,12.6,0.1524,71.3,0.0483159,108.034
6300,12.6,0.1524,71.3,0.0483159,107.284
400,12.6,0.1524,39.6,0.0584113,115.910
500,12.6,0.1524,39.6,0.0584113,114.900
630,12.6,0.1524,39.6,0.0584113,116.550
1000,12.6,0.1524,39.6,0.0584113,114.670
1250,12.6,0.1524,39.6,0.0584113,112.160
1600,12.6,0.1524,39.6,0.0584113,110.780
2500,12.6,0.1524,39.6,0.0584113,106.880
3150,12.6,0.1524,39.6,0.0584113,106.260
4000,12.6,0.1524,39.6,0.0584113,104.500
6300,12.6,0.1524,39.6,0.0584113,103.380
1000,0,0.0508,71.3,0.000740478,129.450
1600,0,0.0508,71.3,0.000740478,129.680
2000,0,0.0508,71.3,0.000740478,131.060
2500,0,0.0508,71.3,0.000740478,131.310
4000,0,0.0508,71.3,0.000740478,134.430
6300,0,0.0508,71.3,0.000740478,133.040
10000,0,0.0508,71.3,0.000740478,128.740
800,0,0.0508,55.5,0.00076193,124.336
1000,0,0.0508,55.5,0.00076193,125.586
1250,0,0.0508,55.5,0.00076193,127.076
3150,0,0.0508,55.5,0.00076193,134.826
4000,0,0.0508,55.5,0.00076193,134.946
5000,0,0.0508,55.5,0.00076193,134.556
8000,0,0.0508,55.5,0.00076193,130.156
10000,0,0.0508,55.5,0.00076193,127.636
800,0,0.0508,39.6,0.000791822,126.508
1000,0,0.0508,39.6,0.000791822,127.638
1250,0,0.0508,39.6,0.000791822,129.148
3150,0,0.0508,39.6,0.000791822,135.938
8000,0,0.0508,39.6,0.000791822,128.518
10000,0,0.0508,39.6,0.000791822,125.998
800,0,0.0508,31.7,0.000812164,122.790
1000,0,0.0508,31.7,0.000812164,126.780
3150,0,0.0508,31.7,0.000812164,135.490
4000,0,0.0508,31.7,0.000812164,134.110
5000,0,0.0508,31.7,0.000812164,133.230
8000,0,0.0508,31.7,0.000812164,126.590
10000,0,0.0508,31.7,0.000812164,122.450
12500,0,0.0508,31.7,0.000812164,119.070
2000,4.2,0.0508,71.3,0.00142788,129.848
2500,4.2,0.0508,71.3,0.00142788,131.978
3150,4.2,0.0508,71.3,0.00142788,133.728
4000,4.2,0.0508,71.3,0.00142788,133.598
5000,4.2,0.0508,71.3,0.00142788,132.828
6300,4.2,0.0508,71.3,0.00142788,129.308
10000,4.2,0.0508,71.3,0.00142788,121.238
1250,4.2,0.0508,39.6,0.00152689,128.427
1600,4.2,0.0508,39.6,0.00152689,130.197
2000,4.2,0.0508,39.6,0.00152689,132.587
2500,4.2,0.0508,39.6,0.00152689,133.847
3150,4.2,0.0508,39.6,0.00152689,133.587
4000,4.2,0.0508,39.6,0.00152689,131.807
10000,4.2,0.0508,39.6,0.00152689,116.967
800,8.4,0.0508,71.3,0.00529514,127.556
1600,8.4,0.0508,71.3,0.00529514,133.846
2500,8.4,0.0508,71.3,0.00529514,134.226
3150,8.4,0.0508,71.3,0.00529514,131.966
4000,8.4,0.0508,71.3,0.00529514,126.926
5000,8.4,0.0508,71.3,0.00529514,121.146
400,8.4,0.0508,55.5,0.00544854,121.582
500,8.4,0.0508,55.5,0.00544854,123.742
